stime	etime	text
00:26:56.549	00:26:56.559 align:start position:0%	 
00:26:56.559	00:27:00.870 align:start position:0%	 
00:27:00.870	00:27:00.880 align:start position:0%	och nu har jag länkat båda formulären
00:27:00.880	00:27:03.029 align:start position:0%	och nu har jag länkat båda formulären
00:27:03.029	00:27:03.039 align:start position:0%	till
00:27:03.039	00:27:05.350 align:start position:0%	till
00:27:05.350	00:27:05.360 align:start position:0%	mitt kalkylblad
00:27:05.360	00:27:07.110 align:start position:0%	mitt kalkylblad
00:27:07.110	00:27:07.120 align:start position:0%	och kalkylarket vi pratar om
00:27:07.120	00:27:12.870 align:start position:0%	och kalkylarket vi pratar om
00:27:12.870	00:27:12.880 align:start position:0%	 
00:27:12.880	00:27:15.110 align:start position:0%	 
00:27:15.110	00:27:15.120 align:start position:0%	här kommer att vara
00:27:15.120	00:27:18.149 align:start position:0%	här kommer att vara
00:27:18.149	00:27:18.159 align:start position:0%	platsen för de data vi samlar in så att vi
00:27:18.159	00:27:20.389 align:start position:0%	platsen för de data vi samlar in så att vi
00:27:20.389	00:27:20.399 align:start position:0%	kan gå vidare och öppna det för att se vad som har
00:27:20.399	00:27:23.669 align:start position:0%	kan gå vidare och öppna det för att se vad som har
00:27:23.669	00:27:23.679 align:start position:0%	 
00:27:23.679	00:27:27.990 align:start position:0%	 
00:27:27.990	00:27:28.000 align:start position:0%	 
00:27:28.000	00:27:31.510 align:start position:0%	 
00:27:31.510	00:27:31.520 align:start position:0%	enligt instruktionerna här
00:27:31.520	00:27:33.669 align:start position:0%	enligt instruktionerna här
00:27:33.669	00:27:33.679 align:start position:0%	borde vi nu ha
00:27:33.679	00:27:35.350 align:start position:0%	borde vi nu ha
00:27:35.350	00:27:35.360 align:start position:0%	två olika
00:27:35.360	00:27:37.669 align:start position:0%	två olika
00:27:37.669	00:27:37.679 align:start position:0%	ark eller flikar
00:27:37.679	00:27:39.909 align:start position:0%	ark eller flikar
00:27:39.909	00:27:39.919 align:start position:0%	i kalkylarket
00:27:39.919	00:27:42.789 align:start position:0%	i kalkylarket
00:27:42.789	00:27:42.799 align:start position:0%	så jag vet att
00:27:42.799	00:27:45.510 align:start position:0%	så jag vet att
00:27:45.510	00:27:45.520 align:start position:0%	formulärsvaren ett kommer att innehålla data
00:27:45.520	00:27:47.990 align:start position:0%	formulärsvaren ett kommer att innehålla data
00:27:47.990	00:27:48.000 align:start position:0%	för mitt
00:27:48.000	00:27:51.110 align:start position:0%	för mitt
00:27:51.110	00:27:51.120 align:start position:0%	 
00:27:51.120	00:27:54.310 align:start position:0%	 
00:27:54.310	00:27:54.320 align:start position:0%	bannerannonsen utan manipulation
00:27:54.320	00:27:56.549 align:start position:0%	bannerannonsen utan manipulation
00:27:56.549	00:27:56.559 align:start position:0%	och formulärsvaren till  kommer att
00:27:56.559	00:27:58.950 align:start position:0%	och formulärsvaren till  kommer att
00:27:58.950	00:27:58.960 align:start position:0%	innehålla data för mitt
00:27:58.960	00:28:01.510 align:start position:0%	innehålla data för mitt
00:28:01.510	00:28:01.520 align:start position:0%	behandlingstillstånd
00:28:01.520	00:28:04.950 align:start position:0%	behandlingstillstånd
00:28:04.950	00:28:04.960 align:start position:0%	så nu kommer svaren att hamna i
00:28:04.960	00:28:06.710 align:start position:0%	så nu kommer svaren att hamna i
00:28:06.710	00:28:06.720 align:start position:0%	detta
00:28:06.720	00:28:11.909 align:start position:0%	detta
00:28:11.909	00:28:11.919 align:start position:0%	 
00:28:11.919	00:28:12.950 align:start position:0%	 
00:28:12.950	00:28:12.960 align:start position:0%	okej
00:28:12.960	00:28:15.110 align:start position:0%	okej
00:28:15.110	00:28:15.120 align:start position:0%	så nu ska vi gå
00:28:15.120	00:28:16.389 align:start position:0%	så nu ska vi gå
00:28:16.389	00:28:16.399 align:start position:0%	ett steg längre
00:28:16.399	00:28:18.860 align:start position:0%	ett steg längre
00:28:18.860	00:28:18.870 align:start position:0%	och vi ska
00:28:18.870	00:28:19.990 align:start position:0%	och vi ska
00:28:19.990	00:28:20.000 align:start position:0%	[Musik]
00:28:20.000	00:28:24.389 align:start position:0%	[Musik]
00:28:24.389	00:28:24.399 align:start position:0%	 
00:28:24.399	00:28:25.669 align:start position:0%	 
00:28:25.669	00:28:25.679 align:start position:0%	den
00:28:25.679	00:28:27.990 align:start position:0%	den
00:28:27.990	00:28:28.000 align:start position:0%	här filen  som innehåller
00:28:28.000	00:28:30.950 align:start position:0%	här filen  som innehåller
00:28:30.950	00:28:30.960 align:start position:0%	experimentlogiken så detta kommer att ge en
00:28:30.960	00:28:34.549 align:start position:0%	experimentlogiken så detta kommer att ge en
00:28:34.549	00:28:34.559 align:start position:0%	målsida för vårt experiment
00:28:34.559	00:28:36.870 align:start position:0%	målsida för vårt experiment
00:28:36.870	00:28:36.880 align:start position:0%	och
00:28:36.880	00:28:39.510 align:start position:0%	och
00:28:39.510	00:28:39.520 align:start position:0%	vi kommer också att skapa en länk som
00:28:39.520	00:28:43.510 align:start position:0%	vi kommer också att skapa en länk som
00:28:43.510	00:28:43.520 align:start position:0%	deltagarna kommer att använda för att komma
00:28:43.520	00:28:45.350 align:start position:0%	deltagarna kommer att använda för att komma
00:28:45.350	00:28:48.789 align:start position:0%	till experimentet och till expe.  riment målsida
00:28:48.789	00:28:48.799 align:start position:0%	 
00:28:48.799	00:28:49.830 align:start position:0%	 
00:28:49.830	00:28:49.840 align:start position:0%	så att
00:28:49.840	00:28:52.070 align:start position:0%	så att
00:28:52.070	00:28:52.080 align:start position:0%	du kan gå vidare och dubbelklicka på den här
00:28:52.080	00:28:54.070 align:start position:0%	du kan gå vidare och dubbelklicka på den här
00:28:54.070	00:28:54.080 align:start position:0%	 
00:28:54.080	00:28:57.430 align:start position:0%	 
00:28:57.430	00:28:57.440 align:start position:0%	och nu bör du se att den öppnar ett
00:28:57.440	00:29:01.350 align:start position:0%	och nu bör du se att den öppnar ett
00:29:01.350	00:29:01.360 align:start position:0%	 
00:29:01.360	00:29:03.350 align:start position:0%	 
00:29:03.350	00:29:03.360 align:start position:0%	och det betyder att vi har ett antal
00:29:03.360	00:29:07.830 align:start position:0%	och det betyder att vi har ett antal
00:29:07.830	00:29:07.840 align:start position:0%	 
00:29:07.840	00:29:10.230 align:start position:0%	 
00:29:10.230	00:29:10.240 align:start position:0%	och den första som den första filen som
00:29:10.240	00:29:13.310 align:start position:0%	och den första som den första filen som
00:29:13.310	00:29:13.320 align:start position:0%	öppnas är  den här heter
00:29:13.320	00:29:15.269 align:start position:0%	öppnas är  den här heter
00:29:15.269	00:29:15.279 align:start position:0%	code.gs
00:29:15.279	00:29:19.269 align:start position:0%	code.gs
00:29:19.269	00:29:19.279 align:start position:0%	 
00:29:19.279	00:29:20.149 align:start position:0%	 
00:29:20.149	00:29:20.159 align:start position:0%	och
00:29:20.159	00:29:23.269 align:start position:0%	och
00:29:23.269	00:29:23.279 align:start position:0%	vi kommer inte att göra så mycket kodning här
00:29:23.279	00:29:25.909 align:start position:0%	vi kommer inte att göra så mycket kodning här
00:29:25.909	00:29:25.919 align:start position:0%	så vi kan i princip lämna allt som
00:29:25.919	00:29:27.190 align:start position:0%	så vi kan i princip lämna allt som
00:29:27.190	00:29:27.200 align:start position:0%	det är.
00:29:27.200	00:29:30.070 align:start position:0%	det är.
00:29:30.070	00:29:30.080 align:start position:0%	Jag vill bara påpeka att det här
00:29:30.080	00:29:32.230 align:start position:0%	Jag vill bara påpeka att det här
00:29:32.230	00:29:32.240 align:start position:0%	lilla kodavsnittet
00:29:32.240	00:29:35.750 align:start position:0%	lilla kodavsnittet
00:29:35.750	00:29:35.760 align:start position:0%	är det som kommer att göra vår randomisering
00:29:35.760	00:29:37.029 align:start position:0%	är det som kommer att göra vår randomisering
00:29:37.029	00:29:37.039 align:start position:0%	så  detta kommer
00:29:37.039	00:29:38.950 align:start position:0%	så  detta kommer
00:29:38.950	00:29:38.960 align:start position:0%	bara att peka
00:29:38.960	00:29:41.990 align:start position:0%	bara att peka
00:29:41.990	00:29:42.000 align:start position:0%	50 50 av våra besökare till
00:29:42.000	00:29:44.630 align:start position:0%	50 50 av våra besökare till
00:29:44.630	00:29:44.640 align:start position:0%	ett villkor och 50 till det andra
00:29:44.640	00:29:49.830 align:start position:0%	ett villkor och 50 till det andra
00:29:49.830	00:29:49.840 align:start position:0%	 
00:29:49.840	00:29:51.590 align:start position:0%	 
00:29:51.590	00:29:51.600 align:start position:0%	Vi kan ta en titt på den andra filen
00:29:51.600	00:29:54.549 align:start position:0%	Vi kan ta en titt på den andra filen
00:29:54.549	00:29:54.559 align:start position:0%	som heter index.html
00:29:54.559	00:29:56.710 align:start position:0%	som heter index.html
00:29:56.710	00:29:56.720 align:start position:0%	så detta kommer att vara målsidan för vårt
00:29:56.720	00:29:59.830 align:start position:0%	så detta kommer att vara målsidan för vårt
00:29:59.830	00:29:59.840 align:start position:0%	 
00:29:59.840	00:30:00.630 align:start position:0%	 
00:30:00.630	00:30:00.640 align:start position:0%	och
00:30:00.640	00:30:03.510 align:start position:0%	och
00:30:03.510	00:30:03.520 align:start position:0%	här kan vi ge lite information  till
00:30:03.520	00:30:05.830 align:start position:0%	här kan vi ge lite information  till
00:30:05.830	00:30:05.840 align:start position:0%	våra deltagare
00:30:05.840	00:30:08.389 align:start position:0%	våra deltagare
00:30:08.389	00:30:08.399 align:start position:0%	så här står det välkommen till studien
00:30:08.399	00:30:10.710 align:start position:0%	så här står det välkommen till studien
00:30:10.710	00:30:10.720 align:start position:0%	och här kan vi ge några instruktioner om
00:30:10.720	00:30:14.310 align:start position:0%	och här kan vi ge några instruktioner om
00:30:14.310	00:30:14.320 align:start position:0%	att de kanske ska vara i ett
00:30:14.320	00:30:17.590 align:start position:0%	att de kanske ska vara i ett
00:30:17.590	00:30:17.600 align:start position:0%	lugnt eller avskilt område när de svarar
00:30:17.600	00:30:22.389 align:start position:0%	lugnt eller avskilt område när de svarar
00:30:22.389	00:30:22.399 align:start position:0%	 
00:30:22.399	00:30:24.549 align:start position:0%	 
00:30:24.549	00:30:24.559 align:start position:0%	och om vi går
00:30:24.559	00:30:25.669 align:start position:0%	och om vi går
00:30:25.669	00:30:25.679 align:start position:0%	till
00:30:25.679	00:30:27.909 align:start position:0%	till
00:30:27.909	00:30:27.919 align:start position:0%	nästa fil heter det
00:30:27.919	00:30:31.190 align:start position:0%	nästa fil heter det
00:30:31.190	00:30:31.200 align:start position:0%	condition ad  ot html
00:30:31.200	00:30:33.750 align:start position:0%	condition ad  ot html
00:30:33.750	00:30:33.760 align:start position:0%	så om du klickar på det kommer du att se en fil
00:30:33.760	00:30:36.789 align:start position:0%	så om du klickar på det kommer du att se en fil
00:30:36.789	00:30:36.799 align:start position:0%	som ser ut så här är
00:30:36.799	00:30:39.830 align:start position:0%	som ser ut så här är
00:30:39.830	00:30:39.840 align:start position:0%	det i princip en html-fil
00:30:39.840	00:30:41.510 align:start position:0%	det i princip en html-fil
00:30:41.510	00:30:41.520 align:start position:0%	men här
00:30:41.520	00:30:43.190 align:start position:0%	men här
00:30:43.190	00:30:43.200 align:start position:0%	på den här raden
00:30:43.200	00:30:45.269 align:start position:0%	på den här raden
00:30:45.269	00:30:45.279 align:start position:0%	är det en kommentar
00:30:45.279	00:30:47.430 align:start position:0%	är det en kommentar
00:30:47.430	00:30:47.440 align:start position:0%	och det är här vi kommer att
00:30:47.440	00:30:49.269 align:start position:0%	och det är här vi kommer att
00:30:49.269	00:30:49.279 align:start position:0%	bädda in våra
00:30:49.279	00:30:53.110 align:start position:0%	bädda in våra
00:30:53.110	00:30:53.120 align:start position:0%	 
00:30:53.120	00:30:56.230 align:start position:0%	 
00:30:56.230	00:30:56.240 align:start position:0%	så vi kommer faktiskt att klistra in
00:30:56.240	00:31:00.230 align:start position:0%	så vi kommer faktiskt att klistra in
00:31:00.230	00:31:00.240 align:start position:0%	ett litet utdrag  kod som kommer att bädda in
00:31:00.240	00:31:02.389 align:start position:0%	ett litet utdrag  kod som kommer att bädda in
00:31:02.389	00:31:02.399 align:start position:0%	våra google-formulär
00:31:02.399	00:31:06.149 align:start position:0%	våra google-formulär
00:31:06.149	00:31:06.159 align:start position:0%	i dessa html-sidor
00:31:06.159	00:31:09.830 align:start position:0%	i dessa html-sidor
00:31:09.830	00:31:09.840 align:start position:0%	så det här är vad vi ska göra nu
00:31:09.840	00:31:12.149 align:start position:0%	så det här är vad vi ska göra nu
00:31:12.149	00:31:12.159 align:start position:0%	så jag tittar på mina flikar och mina google-
00:31:12.159	00:31:13.350 align:start position:0%	så jag tittar på mina flikar och mina google-
00:31:13.350	00:31:13.360 align:start position:0%	dokument
00:31:13.360	00:31:15.430 align:start position:0%	dokument
00:31:15.430	00:31:15.440 align:start position:0%	och jag letar efter
00:31:15.440	00:31:17.750 align:start position:0%	och jag letar efter
00:31:17.750	00:31:17.760 align:start position:0%	den som är mitt
00:31:17.760	00:31:21.590 align:start position:0%	den som är mitt
00:31:21.590	00:31:21.600 align:start position:0%	 
00:31:21.600	00:31:24.230 align:start position:0%	 
00:31:24.230	00:31:24.240 align:start position:0%	variant en variant är  även kontrollvillkoret
00:31:24.240	00:31:27.029 align:start position:0%	variant en variant är  även kontrollvillkoret
00:31:27.029	00:31:27.039 align:start position:0%	 
00:31:27.039	00:31:29.110 align:start position:0%	 
00:31:29.110	00:31:29.120 align:start position:0%	så
00:31:29.120	00:31:31.029 align:start position:0%	så
00:31:31.029	00:31:31.039 align:start position:0%	det här är
00:31:31.039	00:31:36.470 align:start position:0%	det här är
00:31:36.470	00:31:36.480 align:start position:0%	 
00:31:36.480	00:31:38.630 align:start position:0%	 
00:31:38.630	00:31:38.640 align:start position:0%	och nu ska jag använda den här skicka-
00:31:38.640	00:31:42.470 align:start position:0%	och nu ska jag använda den här skicka-
00:31:42.470	00:31:42.480 align:start position:0%	knappen för att kunna bädda in det
00:31:42.480	00:31:45.909 align:start position:0%	knappen för att kunna bädda in det
00:31:45.909	00:31:45.919 align:start position:0%	här formuläret i experimentwebbapplikationen
00:31:45.919	00:31:49.029 align:start position:0%	här formuläret i experimentwebbapplikationen
00:31:49.029	00:31:49.039 align:start position:0%	 
00:31:49.039	00:31:52.389 align:start position:0%	 
00:31:52.389	00:31:52.399 align:start position:0%	så om du klickar på skicka
00:31:52.399	00:31:55.509 align:start position:0%	så om du klickar på skicka
00:31:55.509	00:31:55.519 align:start position:0%	får du några olika alternativ
00:31:55.519	00:31:58.789 align:start position:0%	får du några olika alternativ
00:31:58.789	00:31:58.799 align:start position:0%	och i  I det här fallet kommer vi att använda
00:31:58.799	00:32:00.470 align:start position:0%	och i  I det här fallet kommer vi att använda
00:32:00.470	00:32:00.480 align:start position:0%	dessa taggsymboler för
00:32:00.480	00:32:03.190 align:start position:0%	dessa taggsymboler för
00:32:03.190	00:32:03.200 align:start position:0%	 
00:32:03.200	00:32:05.830 align:start position:0%	 
00:32:05.830	00:32:05.840 align:start position:0%	att skapa
00:32:05.840	00:32:09.990 align:start position:0%	att skapa
00:32:09.990	00:32:10.000 align:start position:0%	ett litet html-utdrag som bäddar in vårt
00:32:10.000	00:32:10.950 align:start position:0%	ett litet html-utdrag som bäddar in vårt
00:32:10.950	00:32:10.960 align:start position:0%	formulär
00:32:10.960	00:32:14.549 align:start position:0%	formulär
00:32:14.549	00:32:14.559 align:start position:0%	på en webbsida så att du bara kan gå vidare
00:32:14.559	00:32:15.590 align:start position:0%	på en webbsida så att du bara kan gå vidare
00:32:15.590	00:32:15.600 align:start position:0%	och
00:32:15.600	00:32:18.630 align:start position:0%	och
00:32:18.630	00:32:18.640 align:start position:0%	 
00:32:18.640	00:32:20.389 align:start position:0%	 
00:32:20.389	00:32:20.399 align:start position:0%	långa länken
00:32:20.399	00:32:25.590 align:start position:0%	långa länken
00:32:25.590	00:32:25.600 align:start position:0%	 
00:32:25.600	00:32:28.230 align:start position:0%	 
00:32:28.230	00:32:28.240 align:start position:0%	så nu har jag adressen till mitt formulär och
00:32:28.240	00:32:30.950 align:start position:0%	så nu har jag adressen till mitt formulär och
00:32:30.950	00:32:30.960 align:start position:0%	Jag vill ta detta tillägg  ress till
00:32:30.960	00:32:34.470 align:start position:0%	Jag vill ta detta tillägg  ress till
00:32:34.470	00:32:34.480 align:start position:0%	detta google app-skript
00:32:34.480	00:32:35.909 align:start position:0%	detta google app-skript
00:32:35.909	00:32:35.919 align:start position:0%	så om du
00:32:35.919	00:32:38.630 align:start position:0%	så om du
00:32:38.630	00:32:38.640 align:start position:0%	tittar på sidan jag har valt
00:32:38.640	00:32:40.789 align:start position:0%	tittar på sidan jag har valt
00:32:40.789	00:32:40.799 align:start position:0%	html-filen är det
00:32:40.799	00:32:43.350 align:start position:0%	html-filen är det
00:32:43.350	00:32:43.360 align:start position:0%	villkor a
00:32:43.360	00:32:46.789 align:start position:0%	villkor a
00:32:46.789	00:32:46.799 align:start position:0%	så det är här vi klistrar
00:32:46.799	00:32:49.590 align:start position:0%	så det är här vi klistrar
00:32:49.590	00:32:49.600 align:start position:0%	 
00:32:49.600	00:32:54.950 align:start position:0%	 
00:32:54.950	00:32:54.960 align:start position:0%	 
00:32:54.960	00:32:56.870 align:start position:0%	 
00:32:56.870	00:32:56.880 align:start position:0%	så detta genererar
00:32:56.880	00:32:57.669 align:start position:0%	så detta genererar
00:32:57.669	00:32:57.679 align:start position:0%	ett
00:32:57.679	00:32:58.950 align:start position:0%	ett
00:32:58.950	00:32:58.960 align:start position:0%	iframe
00:32:58.960	00:33:01.830 align:start position:0%	iframe
00:33:01.830	00:33:01.840 align:start position:0%	uh element i
00:33:01.840	00:33:03.830 align:start position:0%	uh element i
00:33:03.830	00:33:03.840 align:start position:0%	i google
00:33:03.840	00:33:06.230 align:start position:0%	i google
00:33:06.230	00:33:06.240 align:start position:0%	i dokumentet i html  dokument och
00:33:06.240	00:33:10.470 align:start position:0%	i dokumentet i html  dokument och
00:33:10.470	00:33:10.480 align:start position:0%	nu är det en bra idé att spara projektet
00:33:10.480	00:33:12.870 align:start position:0%	nu är det en bra idé att spara projektet
00:33:12.870	00:33:12.880 align:start position:0%	så detta är det enda vi
00:33:12.880	00:33:14.070 align:start position:0%	så detta är det enda vi
00:33:14.070	00:33:14.080 align:start position:0%	faktiskt behöver göra
00:33:14.080	00:33:16.149 align:start position:0%	faktiskt behöver göra
00:33:16.149	00:33:16.159 align:start position:0%	manuellt
00:33:16.159	00:33:18.149 align:start position:0%	manuellt
00:33:18.149	00:33:18.159 align:start position:0%	och om du går till till det andra
00:33:18.159	00:33:20.789 align:start position:0%	och om du går till till det andra
00:33:20.789	00:33:20.799 align:start position:0%	villkoret som kallas villkor b
00:33:20.799	00:33:25.190 align:start position:0%	villkoret som kallas villkor b
00:33:25.190	00:33:25.200 align:start position:0%	dot html har du en liknande tom rad
00:33:25.200	00:33:27.110 align:start position:0%	dot html har du en liknande tom rad
00:33:27.110	00:33:27.120 align:start position:0%	och nu har vi  jag ska göra exakt samma
00:33:27.120	00:33:28.789 align:start position:0%	och nu har vi  jag ska göra exakt samma
00:33:28.789	00:33:28.799 align:start position:0%	sak
00:33:28.799	00:33:31.110 align:start position:0%	sak
00:33:31.110	00:33:31.120 align:start position:0%	med google-formuläret som heter
00:33:31.120	00:33:33.350 align:start position:0%	med google-formuläret som heter
00:33:33.350	00:33:33.360 align:start position:0%	 
00:33:33.360	00:33:36.070 align:start position:0%	 
00:33:36.070	00:33:36.080 align:start position:0%	som är behandlingstillståndet så
00:33:36.080	00:33:40.149 align:start position:0%	som är behandlingstillståndet så
00:33:40.149	00:33:40.159 align:start position:0%	här har vi en bild
00:33:40.159	00:33:43.990 align:start position:0%	här har vi en bild
00:33:43.990	00:33:44.000 align:start position:0%	som är en Google-annons med ett
00:33:44.000	00:33:47.669 align:start position:0%	som är en Google-annons med ett
00:33:47.669	00:33:47.679 align:start position:0%	 
00:33:47.679	00:33:50.830 align:start position:0%	 
00:33:50.830	00:33:50.840 align:start position:0%	och nu ska jag använda skicka-knappen
00:33:50.840	00:33:53.590 align:start position:0%	och nu ska jag använda skicka-knappen
00:33:53.590	00:33:53.600 align:start position:0%	återigen går jag till
00:33:53.600	00:33:54.630 align:start position:0%	återigen går jag till
00:33:54.630	00:33:54.640 align:start position:0%	taggsymbolen
00:33:54.640	00:33:56.549 align:start position:0%	taggsymbolen
00:33:56.549	00:33:56.559 align:start position:0%	 
00:33:56.559	00:33:59.909 align:start position:0%	 
00:33:59.909	00:33:59.919 align:start position:0%	som kommer att ge mig denna iframe-
00:33:59.919	00:34:01.110 align:start position:0%	som kommer att ge mig denna iframe-
00:34:01.110	00:34:01.120 align:start position:0%	tagg
00:34:01.120	00:34:05.269 align:start position:0%	tagg
00:34:05.269	00:34:05.279 align:start position:0%	 
00:34:05.279	00:34:06.389 align:start position:0%	 
00:34:06.389	00:34:06.399 align:start position:0%	och jag kan
00:34:06.399	00:34:07.509 align:start position:0%	och jag kan
00:34:07.509	00:34:07.519 align:start position:0%	sedan
00:34:07.519	00:34:09.270 align:start position:0%	sedan
00:34:09.270	00:34:09.280 align:start position:0%	lägga in den i min
00:34:09.280	00:34:10.470 align:start position:0%	lägga in den i min
00:34:10.470	00:34:10.480 align:start position:0%	andra
00:34:10.480	00:34:14.790 align:start position:0%	andra
00:34:14.790	00:34:14.800 align:start position:0%	 
00:34:14.800	00:34:17.750 align:start position:0%	 
00:34:17.750	00:34:17.760 align:start position:0%	fil villkoret b
00:34:17.760	00:34:25.109 align:start position:0%	fil villkoret b
00:34:25.109	00:34:25.119 align:start position:0%	 
00:34:25.119	00:34:27.750 align:start position:0%	 
00:34:27.750	00:34:27.760 align:start position:0%	så nu har vi alla filer länkade
00:34:27.760	00:34:30.710 align:start position:0%	så nu har vi alla filer länkade
00:34:30.710	00:34:30.720 align:start position:0%	samman  vi har formerna
00:34:30.720	00:34:34.069 align:start position:0%	samman  vi har formerna
00:34:34.069	00:34:34.079 align:start position:0%	och  Formulär är länkade till ett
00:34:34.079	00:34:38.310 align:start position:0%	och  Formulär är länkade till ett
00:34:38.310	00:34:38.320 align:start position:0%	svarsblad ett kalkylblad för att samla in data
00:34:38.320	00:34:41.109 align:start position:0%	svarsblad ett kalkylblad för att samla in data
00:34:41.109	00:34:41.119 align:start position:0%	och webbappen har länkats upp
00:34:41.119	00:34:44.470 align:start position:0%	och webbappen har länkats upp
00:34:44.470	00:34:44.480 align:start position:0%	 
00:34:44.480	00:34:45.750 align:start position:0%	 
00:34:45.750	00:34:45.760 align:start position:0%	så
00:34:45.760	00:34:49.589 align:start position:0%	så
00:34:49.589	00:34:49.599 align:start position:0%	det sista du kan göra för att
00:34:49.599	00:34:51.829 align:start position:0%	det sista du kan göra för att
00:34:51.829	00:34:51.839 align:start position:0%	göra detta experiment redo för
00:34:51.839	00:34:55.349 align:start position:0%	göra detta experiment redo för
00:34:55.349	00:34:55.359 align:start position:0%	deltagarna är att distribuera det
00:34:55.359	00:34:58.550 align:start position:0%	deltagarna är att distribuera det
00:34:58.550	00:34:58.560 align:start position:0%	så det här är den blå knappen  här
00:34:58.560	00:35:07.510 align:start position:0%	så det här är den blå knappen  här
00:35:07.510	00:35:07.520 align:start position:0%	 
00:35:07.520	00:35:09.430 align:start position:0%	 
00:35:09.430	00:35:09.440 align:start position:0%	och
00:35:09.440	00:35:11.910 align:start position:0%	och
00:35:11.910	00:35:11.920 align:start position:0%	vi har några olika fält här det
00:35:11.920	00:35:14.790 align:start position:0%	vi har några olika fält här det
00:35:14.790	00:35:14.800 align:start position:0%	första se till att det står
00:35:14.800	00:35:16.950 align:start position:0%	första se till att det står
00:35:16.950	00:35:16.960 align:start position:0%	webbapp här
00:35:16.960	00:35:19.030 align:start position:0%	webbapp här
00:35:19.030	00:35:19.040 align:start position:0%	så i princip kommer det här undersökningsexperimentet
00:35:19.040	00:35:21.670 align:start position:0%	så i princip kommer det här undersökningsexperimentet
00:35:21.670	00:35:21.680 align:start position:0%	att bli en liten webbapp
00:35:21.680	00:35:22.790 align:start position:0%	att bli en liten webbapp
00:35:22.790	00:35:22.800 align:start position:0%	och
00:35:22.800	00:35:25.109 align:start position:0%	och
00:35:25.109	00:35:25.119 align:start position:0%	här kan du bara
00:35:25.119	00:35:31.430 align:start position:0%	här kan du bara
00:35:31.430	00:35:31.440 align:start position:0%	 
00:35:31.440	00:35:33.670 align:start position:0%	 
00:35:33.670	00:35:33.680 align:start position:0%	och i det andra fältet
00:35:33.680	00:35:36.310 align:start position:0%	och i det andra fältet
00:35:36.310	00:35:36.320 align:start position:0%	måste du se till att det står
00:35:36.320	00:35:39.670 align:start position:0%	måste du se till att det står
00:35:39.670	00:35:39.680 align:start position:0%	kör som användaren som kommer åt webbappen
00:35:39.680	00:35:43.190 align:start position:0%	kör som användaren som kommer åt webbappen
00:35:43.190	00:35:43.200 align:start position:0%	 
00:35:43.200	00:35:45.750 align:start position:0%	 
00:35:45.750	00:35:45.760 align:start position:0%	så att detta kommer att se till att
00:35:45.760	00:35:51.510 align:start position:0%	så att detta kommer att se till att
00:35:51.510	00:35:51.520 align:start position:0%	 
00:35:51.520	00:35:53.990 align:start position:0%	 
00:35:53.990	00:35:54.000 align:start position:0%	kommer att kunna
00:35:54.000	00:35:56.790 align:start position:0%	kommer att kunna
00:35:56.790	00:35:56.800 align:start position:0%	använda experimentlänken och skicka in
00:35:56.800	00:35:58.630 align:start position:0%	använda experimentlänken och skicka in
00:35:58.630	00:35:58.640 align:start position:0%	sina
00:35:58.640	00:36:01.510 align:start position:0%	sina
00:36:01.510	00:36:01.520 align:start position:0%	svar på din  formuläret
00:36:01.520	00:36:03.589 align:start position:0%	svar på din  formuläret
00:36:03.589	00:36:03.599 align:start position:0%	och vi måste också
00:36:03.599	00:36:06.390 align:start position:0%	och vi måste också
00:36:06.390	00:36:06.400 align:start position:0%	se till att vem som har åtkomst
00:36:06.400	00:36:08.790 align:start position:0%	se till att vem som har åtkomst
00:36:08.790	00:36:08.800 align:start position:0%	är någon med ett Google-konto
00:36:08.800	00:36:11.190 align:start position:0%	är någon med ett Google-konto
00:36:11.190	00:36:11.200 align:start position:0%	så den enda begränsningen här är att
00:36:11.200	00:36:13.589 align:start position:0%	så den enda begränsningen här är att
00:36:13.589	00:36:13.599 align:start position:0%	du måste ha ett Google-konto
00:36:13.599	00:36:18.310 align:start position:0%	du måste ha ett Google-konto
00:36:18.310	00:36:18.320 align:start position:0%	 
00:36:18.320	00:36:20.870 align:start position:0%	 
00:36:20.870	00:36:20.880 align:start position:0%	så se till att du har dessa värden
00:36:20.880	00:36:22.230 align:start position:0%	så se till att du har dessa värden
00:36:22.230	00:36:22.240 align:start position:0%	ifyllda
00:36:22.240	00:36:23.750 align:start position:0%	ifyllda
00:36:23.750	00:36:23.760 align:start position:0%	och sedan kan du trycka på
00:36:23.760	00:36:28.310 align:start position:0%	och sedan kan du trycka på
00:36:28.310	00:36:28.320 align:start position:0%	 
00:36:28.320	00:36:31.190 align:start position:0%	 
00:36:31.190	00:36:31.200 align:start position:0%	och detta kommer att generera
00:36:31.200	00:36:33.270 align:start position:0%	och detta kommer att generera
00:36:33.270	00:36:33.280 align:start position:0%	två olika länkar som vi inte behöver
00:36:33.280	00:36:35.349 align:start position:0%	två olika länkar som vi inte behöver
00:36:35.349	00:36:35.359 align:start position:0%	bry oss om den första länken men den
00:36:35.359	00:36:36.630 align:start position:0%	bry oss om den första länken men den
00:36:36.630	00:36:36.640 align:start position:0%	andra
00:36:36.640	00:36:39.030 align:start position:0%	andra
00:36:39.030	00:36:39.040 align:start position:0%	som säger webapp url
00:36:39.040	00:36:41.670 align:start position:0%	som säger webapp url
00:36:41.670	00:36:41.680 align:start position:0%	är länken som vi ska skicka
